transaction_id,date,region,product_category,revenue,material_cost,shipping_cost
100775,3/20/2024,North America,Edge Hardware Platforms,19088.06,8063.09,2518.53
100776,3/20/2024,North America,Edge Hardware Platforms,18619.68,7156.65,2099.45
100777,3/20/2024,North America,SaaS Subscriptions,4519.09,451.63,97.92
100778,3/20/2024,APAC,Enterprise Cloud Software,10654.2,1579.67,564.38
100779,3/20/2024,Europe,Edge Hardware Platforms,16810.9,7134.5,1836.72
100780,3/20/2024,North America,Edge Hardware Platforms,11536.15,4369.89,1475.75
100781,3/20/2024,APAC,Edge Hardware Platforms,15290.32,5846.89,1753.27
100782,3/21/2024,Europe,Enterprise Cloud Software,5393.92,821.05,263.92
100783,3/21/2024,North America,Edge Hardware Platforms,10226.05,4325.51,1179.62
100784,3/21/2024,North America,Edge Hardware Platforms,17953.69,7861.99,2173.49
100785,3/21/2024,North America,Edge Hardware Platforms,15429.84,6670.93,1805.19
100786,3/21/2024,Europe,Enterprise Cloud Software,9261.21,1481.52,491.37
100787,3/21/2024,North America,Enterprise Cloud Software,13173.05,2146.05,605.35
100788,3/21/2024,Europe,Edge Hardware Platforms,27413.77,10052.14,3099.59
100789,3/21/2024,APAC,Enterprise Cloud Software,9925.35,1471.56,479.83
100790,3/21/2024,North America,Edge Hardware Platforms,13227.35,5367.13,1684.24
100791,3/21/2024,APAC,Enterprise Cloud Software,6492.49,928.72,315.6
100792,3/21/2024,Europe,Edge Hardware Platforms,11133.61,4038.98,1307.15
100793,3/21/2024,Europe,Enterprise Cloud Software,11415.04,1630.01,614.82
100794,3/21/2024,APAC,Enterprise Cloud Software,7299.94,1075.57,346.06
100795,3/22/2024,North America,Edge Hardware Platforms,12111.83,4404.15,1498.88
100796,3/22/2024,Europe,Enterprise Cloud Software,5349.39,881.01,242.33
100797,3/22/2024,Europe,Edge Hardware Platforms,12345.6,4611.39,1437.56
100798,3/22/2024,APAC,Edge Hardware Platforms,22758.04,9986.55,2877.35
100799,3/22/2024,Europe,Edge Hardware Platforms,22375.44,9246.19,2685.43
100800,3/22/2024,Europe,Enterprise Cloud Software,9296.23,1332.78,430.34
100801,3/22/2024,North America,Edge Hardware Platforms,20472.01,7785.23,2442.37
100802,3/22/2024,Europe,Enterprise Cloud Software,11520.93,1825.23,609.63
100803,3/22/2024,Europe,Edge Hardware Platforms,11220.14,4297.61,1236.89
100804,3/22/2024,APAC,Enterprise Cloud Software,6517.75,1053.84,354.82
100805,3/22/2024,APAC,Enterprise Cloud Software,5013.46,733.68,232.79
100806,3/22/2024,North America,Edge Hardware Platforms,28861.24,11137.71,3574.97
100807,3/22/2024,Europe,Enterprise Cloud Software,11504.25,1626.36,531.73
100808,3/23/2024,North America,Edge Hardware Platforms,16826.37,6701.64,2192.35
100809,3/23/2024,North America,Edge Hardware Platforms,10273.65,3765.58,1173.31
100810,3/23/2024,North America,Edge Hardware Platforms,18527.97,7482.55,2078.68
100811,3/23/2024,North America,Edge Hardware Platforms,29306.05,10668.38,3791.3
100812,3/23/2024,Europe,Edge Hardware Platforms,20005.57,7313.07,2203.75
100813,3/23/2024,Europe,Edge Hardware Platforms,28345.36,11126.33,3158.77
100814,3/24/2024,APAC,Edge Hardware Platforms,25695.39,11294.49,3148.5
100815,3/24/2024,North America,SaaS Subscriptions,5686.91,577.93,108.13
100816,3/24/2024,APAC,Enterprise Cloud Software,14242.87,2062.01,659.13
100817,3/24/2024,Europe,Enterprise Cloud Software,11846.26,1920.06,632.27
100818,3/24/2024,North America,Enterprise Cloud Software,13134.34,2137.32,651.55
100819,3/24/2024,Europe,Edge Hardware Platforms,27885.3,11477.37,3204.52
100820,3/24/2024,North America,SaaS Subscriptions,2081.8,200.8,42.09
100821,3/24/2024,North America,Enterprise Cloud Software,13152.76,2128.54,700.2
100822,3/25/2024,Europe,Enterprise Cloud Software,10488.73,1535.54,535.67
100823,3/25/2024,North America,Enterprise Cloud Software,5949.65,859.41,273.48
100824,3/25/2024,North America,SaaS Subscriptions,4664.62,469.44,100.26
100825,3/25/2024,APAC,Edge Hardware Platforms,26249.48,10136.38,3027.56
100826,3/25/2024,Europe,Edge Hardware Platforms,23643.83,9108.06,2629.12
100827,3/25/2024,Europe,Enterprise Cloud Software,10784.93,1680.32,560.88
100828,3/25/2024,APAC,SaaS Subscriptions,4999.75,523,102.38
100829,3/25/2024,North America,Enterprise Cloud Software,7845.41,1163.4,401.46
100830,3/25/2024,APAC,Enterprise Cloud Software,6255.5,1025.3,288.26
100831,3/26/2024,North America,Enterprise Cloud Software,12715.12,1965.21,678.02
100832,3/26/2024,APAC,Edge Hardware Platforms,11333.88,4123.8,1304.48
100833,3/26/2024,APAC,Edge Hardware Platforms,15435.73,6049.78,1888.81
100834,3/26/2024,Europe,Enterprise Cloud Software,14770.32,2235.39,684.71
100835,3/26/2024,APAC,Enterprise Cloud Software,14077.35,2321.31,732.08
100836,3/26/2024,APAC,Edge Hardware Platforms,28831.54,11601.15,3620.59
100837,3/26/2024,APAC,SaaS Subscriptions,6999.23,672.35,153.05
100838,3/26/2024,Europe,SaaS Subscriptions,6056.63,582.31,117.98
100839,3/26/2024,Europe,Edge Hardware Platforms,16359.65,6648.21,1902.55
100840,3/26/2024,APAC,Edge Hardware Platforms,11534.46,4305.63,1262.64
100841,3/26/2024,Europe,Enterprise Cloud Software,6141.4,1002.47,329.96
100842,3/26/2024,Europe,SaaS Subscriptions,2001.12,204.67,40.95
100843,3/26/2024,Europe,Edge Hardware Platforms,19107.66,7513.07,2398.62
100844,3/26/2024,North America,Enterprise Cloud Software,6805.18,972.28,341.98
100845,3/27/2024,Europe,Edge Hardware Platforms,12536.48,4906.02,1402.88
100846,3/27/2024,Europe,Enterprise Cloud Software,5585.65,846.62,284.6
100847,3/27/2024,APAC,Edge Hardware Platforms,16909.62,7173.75,2045.5
100848,3/27/2024,North America,Edge Hardware Platforms,28160.37,11030.56,3241.59
100849,3/27/2024,North America,Enterprise Cloud Software,9327.71,1425.93,427.27
100850,3/27/2024,APAC,Edge Hardware Platforms,21732.48,9264.01,2388.93
100851,3/28/2024,APAC,SaaS Subscriptions,4158.76,399.82,78.1
100852,3/28/2024,Europe,Edge Hardware Platforms,29754.99,11487.06,3495
100853,3/28/2024,Europe,SaaS Subscriptions,4817.11,474.26,105.89
100854,3/28/2024,North America,SaaS Subscriptions,2894.84,306.04,59.26
100855,3/28/2024,North America,SaaS Subscriptions,2077.44,196.39,42.1
100856,3/28/2024,North America,Edge Hardware Platforms,10482.2,3871.25,1164.05
100857,3/28/2024,North America,Edge Hardware Platforms,25042.57,10829.49,3206.67
100858,3/28/2024,North America,Edge Hardware Platforms,13988.23,5331.72,1679.78
100859,3/28/2024,North America,Enterprise Cloud Software,14353.78,2138.48,709.85
100860,3/28/2024,North America,Enterprise Cloud Software,13662.92,1911.97,671.55
100861,3/28/2024,North America,Edge Hardware Platforms,10420.42,4434.61,1331.69
100862,3/28/2024,APAC,Enterprise Cloud Software,13372.37,2023.11,651.74
100863,3/28/2024,Europe,Enterprise Cloud Software,6429.61,1011.18,305.03
100864,3/28/2024,Europe,Edge Hardware Platforms,27096.12,11819.14,3500.97
100865,3/28/2024,North America,Enterprise Cloud Software,9744.35,1317.63,441.01
100866,3/29/2024,Europe,Edge Hardware Platforms,27560.67,11151.87,3611.41
100867,3/29/2024,North America,Enterprise Cloud Software,5440.66,764.73,274.28
100868,3/29/2024,Europe,Enterprise Cloud Software,14459.71,2317.38,693.58
100869,3/29/2024,North America,Enterprise Cloud Software,6269.44,869.56,314.64
100870,3/29/2024,North America,Edge Hardware Platforms,29790.11,12355.3,3895.82
100871,3/29/2024,North America,Edge Hardware Platforms,21094.64,7723.61,2280.34
100872,3/29/2024,Europe,Edge Hardware Platforms,18215.78,7271.22,2148.93
100873,3/29/2024,North America,Edge Hardware Platforms,13541.65,4981.62,1773.43
100874,3/29/2024,Europe,Edge Hardware Platforms,16307.27,6383.51,1853.91
100875,3/29/2024,North America,Enterprise Cloud Software,12975.14,2015.38,654.85
100876,3/29/2024,Europe,SaaS Subscriptions,2436.41,232.95,47.27
100877,3/29/2024,APAC,SaaS Subscriptions,3444.02,370.18,73.44
100878,3/30/2024,North America,Edge Hardware Platforms,29564.41,11071.02,3760
100879,3/30/2024,North America,Edge Hardware Platforms,18400.22,7475.43,2354.91
100880,3/30/2024,APAC,SaaS Subscriptions,2357.7,244.83,43.76
100881,3/30/2024,Europe,Edge Hardware Platforms,18054.79,7250.24,2381.73
100882,3/30/2024,North America,Edge Hardware Platforms,17920.02,6641.89,2003.63
100883,3/30/2024,APAC,SaaS Subscriptions,7442.25,817.39,140.16
100884,3/30/2024,North America,Edge Hardware Platforms,19676.05,7741.96,2293.98
100885,3/30/2024,Europe,Edge Hardware Platforms,13229.16,5261.76,1604.48
100886,3/30/2024,Europe,Enterprise Cloud Software,12422.71,1686.46,603.1
100887,3/30/2024,APAC,Edge Hardware Platforms,15223.25,6326.73,1851.41
100888,3/30/2024,APAC,Edge Hardware Platforms,22202.16,8859.87,2468.8
100889,3/30/2024,North America,Edge Hardware Platforms,21985.99,8818.51,2526.55
100890,3/31/2024,Europe,SaaS Subscriptions,3455.47,317.3,66.6
100891,3/31/2024,North America,Enterprise Cloud Software,10738.51,1469.32,486.55
100892,3/31/2024,Europe,Edge Hardware Platforms,12507.51,4756.47,1543.55
100893,3/31/2024,North America,Edge Hardware Platforms,12433.91,5061.19,1437.18
100894,3/31/2024,Europe,SaaS Subscriptions,5669.88,543.83,107.86
100895,3/31/2024,North America,Enterprise Cloud Software,6811.72,1081.16,332.73
100896,4/1/2024,Europe,Edge Hardware Platforms,18529.99,7583.1,2037.52
100897,4/1/2024,North America,Enterprise Cloud Software,10180.77,1439.76,486.98
100898,4/1/2024,Europe,SaaS Subscriptions,2083.17,214.54,43.07
100899,4/1/2024,APAC,SaaS Subscriptions,2120.83,197.4,45.69
100900,4/1/2024,Europe,Edge Hardware Platforms,23260.54,9637.43,3032.29
100901,4/1/2024,APAC,Edge Hardware Platforms,15744.42,6776.09,1719
100902,4/1/2024,North America,SaaS Subscriptions,3537.15,333.95,65.62
100903,4/1/2024,APAC,Edge Hardware Platforms,23497.86,8908.63,2965.26
100904,4/1/2024,APAC,Edge Hardware Platforms,18213.65,6862.45,2393.96
100905,4/1/2024,Europe,SaaS Subscriptions,3820.31,403.57,80.47
100906,4/1/2024,Europe,SaaS Subscriptions,4361.33,403.92,90.22
100907,4/1/2024,Europe,Edge Hardware Platforms,14136.36,5659.58,1632.64
100908,4/1/2024,Europe,Edge Hardware Platforms,24904.29,9428.22,2931.93
100909,4/2/2024,Europe,SaaS Subscriptions,6872.47,731.95,145.56
100910,4/2/2024,North America,Edge Hardware Platforms,12863.23,5307.59,1587.29
100911,4/2/2024,North America,Edge Hardware Platforms,28064.96,10703.79,3578.21
100912,4/2/2024,North America,Edge Hardware Platforms,19712.94,7957.6,2567.19
100913,4/2/2024,APAC,Edge Hardware Platforms,15473.97,6699.39,1707.4
100914,4/2/2024,APAC,Edge Hardware Platforms,11075.45,4580.24,1257.63
100915,4/2/2024,North America,Edge Hardware Platforms,11273.7,4218.28,1218.95
100916,4/3/2024,APAC,Edge Hardware Platforms,23246.27,9766.83,2963.59
100917,4/3/2024,APAC,Edge Hardware Platforms,27170.13,10067.48,3394.12
100918,4/3/2024,Europe,Edge Hardware Platforms,15046.29,6467.55,1685.98
100919,4/3/2024,North America,Edge Hardware Platforms,19509.51,8348.66,2286.54
100920,4/3/2024,North America,SaaS Subscriptions,5293.46,496.44,110.54
100921,4/3/2024,Europe,Edge Hardware Platforms,19217.97,8192.56,2458.16
100922,4/3/2024,Europe,Enterprise Cloud Software,13388.54,2076.97,695.81
100923,4/4/2024,North America,Enterprise Cloud Software,11120.09,1603.39,536.67
100924,4/4/2024,North America,Edge Hardware Platforms,27249.93,10318.07,3397.64
100925,4/4/2024,Europe,SaaS Subscriptions,2793.73,306.06,56.8
100926,4/4/2024,APAC,SaaS Subscriptions,3329.1,303.36,63.33
100927,4/4/2024,Europe,Enterprise Cloud Software,6674.6,993.7,302.58
100928,4/5/2024,North America,SaaS Subscriptions,3499.84,320.12,72.28
100929,4/5/2024,Europe,Edge Hardware Platforms,18443.84,7798.15,2078.57
100930,4/5/2024,APAC,Edge Hardware Platforms,18379.4,7290.05,2098.18
100931,4/5/2024,APAC,Edge Hardware Platforms,16417.09,6692.99,2165.38
100932,4/5/2024,Europe,SaaS Subscriptions,4070.1,370.76,76.59
100933,4/5/2024,Europe,Enterprise Cloud Software,5002.27,812.62,267.32
100934,4/5/2024,Europe,Enterprise Cloud Software,6203.64,850.07,324.08
100935,4/5/2024,APAC,Edge Hardware Platforms,12382.81,4965.4,1441.01
100936,4/5/2024,North America,Edge Hardware Platforms,24374.36,8990.44,2653.25
100937,4/5/2024,APAC,Enterprise Cloud Software,5538.31,779.22,251.38
100938,4/5/2024,North America,SaaS Subscriptions,4047.47,400.23,83.79
100939,4/5/2024,Europe,SaaS Subscriptions,7196.21,649.09,151.93
100940,4/5/2024,Europe,SaaS Subscriptions,4899.39,537.65,102.98
100941,4/6/2024,APAC,SaaS Subscriptions,4391.85,471.06,83.75
100942,4/6/2024,Europe,SaaS Subscriptions,3955.29,431.45,73.12
100943,4/6/2024,North America,SaaS Subscriptions,2411.89,264.92,52.59
100944,4/6/2024,North America,Edge Hardware Platforms,13698.41,5400.63,1499.62
100945,4/6/2024,North America,Edge Hardware Platforms,18772.95,8226.3,2391.46
100946,4/6/2024,Europe,Edge Hardware Platforms,26799.96,10375.49,3350.36
100947,4/6/2024,APAC,Edge Hardware Platforms,23480.35,10038.91,3051.96
100948,4/6/2024,Europe,Enterprise Cloud Software,8262.82,1120.63,434.7
100949,4/6/2024,North America,SaaS Subscriptions,2711.96,253.4,53.98
100950,4/6/2024,Europe,Enterprise Cloud Software,9400.71,1405.27,442.99
100951,4/7/2024,APAC,Edge Hardware Platforms,10287.62,4364.4,1353.22
100952,4/7/2024,Europe,Edge Hardware Platforms,27568.32,12025.34,3476.61
100953,4/7/2024,Europe,Edge Hardware Platforms,24018.71,9020.03,2851.81
100954,4/7/2024,APAC,Edge Hardware Platforms,18224.08,7527.8,2019.91
100955,4/7/2024,Europe,Edge Hardware Platforms,14410.18,5402.04,1885.13
100956,4/8/2024,North America,SaaS Subscriptions,6408.25,666.41,137.21
100957,4/8/2024,North America,Edge Hardware Platforms,20073.77,8558.09,2412.77
100958,4/8/2024,Europe,Edge Hardware Platforms,19563.18,8244.66,2407.95
100959,4/8/2024,Europe,Edge Hardware Platforms,20622.19,8654.25,2635.98
100960,4/8/2024,Europe,SaaS Subscriptions,6921.94,700.76,143.18
100961,4/8/2024,APAC,Edge Hardware Platforms,26496.14,10998.68,3212.56
100962,4/8/2024,North America,Edge Hardware Platforms,29354.86,12112.44,3567.95
100963,4/8/2024,APAC,Edge Hardware Platforms,20521.65,8634.38,2567.34
100964,4/8/2024,North America,Edge Hardware Platforms,19450.31,7590.64,2342.11
100965,4/8/2024,Europe,Enterprise Cloud Software,9123.66,1251.48,463.1
100966,4/8/2024,APAC,Edge Hardware Platforms,17207.88,6314.7,1941.94
100967,4/9/2024,North America,Enterprise Cloud Software,5897.6,957.33,265.75
100968,4/9/2024,Europe,Enterprise Cloud Software,8076.79,1314.75,376.52
100969,4/9/2024,APAC,Enterprise Cloud Software,12415.66,1879.73,668.52
100970,4/9/2024,Europe,Edge Hardware Platforms,13909.16,5192.27,1808.13
100971,4/9/2024,North America,Edge Hardware Platforms,25196.47,9753.7,3296.95
100972,4/9/2024,Europe,Edge Hardware Platforms,27617.9,10052.04,3153.12
100973,4/9/2024,Europe,Enterprise Cloud Software,12439.05,2022.29,612.47
100974,4/9/2024,North America,SaaS Subscriptions,4669.11,465.89,90.61
100975,4/9/2024,APAC,Edge Hardware Platforms,25243.49,10727.08,2933.4
100976,4/9/2024,Europe,SaaS Subscriptions,4179.53,442.52,90.96
100977,4/9/2024,Europe,Edge Hardware Platforms,26101.95,11161.28,3066.49
100978,4/9/2024,North America,Edge Hardware Platforms,23475.12,9296.81,2957.28
100979,4/10/2024,Europe,Enterprise Cloud Software,12493.69,1891.18,587.71
100980,4/10/2024,North America,Edge Hardware Platforms,19652.02,7414.36,2578.63
100981,4/10/2024,Europe,SaaS Subscriptions,4562.63,453.99,98.52
100982,4/10/2024,Europe,Edge Hardware Platforms,15043.46,5953.27,1669.26
100983,4/10/2024,North America,Enterprise Cloud Software,5392.65,886.11,255.74
100984,4/10/2024,Europe,SaaS Subscriptions,5303.96,493.6,110.92
100985,4/10/2024,Europe,Edge Hardware Platforms,25394.93,11123.81,3092.23
100986,4/10/2024,North America,Edge Hardware Platforms,11368.81,4908.96,1260.4
100987,4/10/2024,North America,SaaS Subscriptions,5583.87,546.51,111.08
100988,4/10/2024,APAC,Edge Hardware Platforms,27392.99,10054.62,3469.13
100989,4/11/2024,Europe,Enterprise Cloud Software,13276.75,2087.05,702.21
100990,4/11/2024,North America,Enterprise Cloud Software,7864.74,1183.98,412.74
100991,4/11/2024,APAC,Edge Hardware Platforms,28571.94,11974.49,3295.79
100992,4/11/2024,North America,Edge Hardware Platforms,13857.41,5091.45,1673.61
100993,4/11/2024,APAC,Enterprise Cloud Software,12918.91,2058.59,643.66
100994,4/11/2024,North America,Enterprise Cloud Software,12074.26,1887.85,651.81
100995,4/11/2024,Europe,Enterprise Cloud Software,6214.15,973.35,291.06
100996,4/11/2024,North America,Edge Hardware Platforms,10495.3,3987.22,1236.23
100997,4/11/2024,North America,Enterprise Cloud Software,12280.12,1957.38,584.22
100998,4/11/2024,APAC,Edge Hardware Platforms,20133.72,8626.9,2536.83
100999,4/11/2024,APAC,Enterprise Cloud Software,5697.19,921.82,278.47
101000,4/11/2024,North America,Edge Hardware Platforms,26728.31,11466.42,3089.36
101001,4/11/2024,APAC,Enterprise Cloud Software,5496.61,844.86,250.82
101002,4/11/2024,North America,Edge Hardware Platforms,16745.34,6268.92,1921.57
101003,4/11/2024,Europe,Edge Hardware Platforms,25660,10777.51,3052.61
101004,4/12/2024,North America,Edge Hardware Platforms,25374.94,9260.73,3091.77
101005,4/12/2024,North America,Enterprise Cloud Software,5527.44,884.53,255.26
101006,4/12/2024,North America,Edge Hardware Platforms,26879.87,10241.03,3175.08
101007,4/12/2024,North America,Edge Hardware Platforms,21552.26,8743.16,2499.59
101008,4/12/2024,North America,Enterprise Cloud Software,8667.98,1196.05,456.51
101009,4/12/2024,APAC,SaaS Subscriptions,7190.43,733.54,149.59
101010,4/12/2024,North America,Edge Hardware Platforms,19112.99,7617.7,2411.8
101011,4/12/2024,North America,Edge Hardware Platforms,28492.84,10385.58,3409.32
101012,4/12/2024,APAC,Edge Hardware Platforms,20928.14,7952.26,2432.66
101013,4/12/2024,APAC,Edge Hardware Platforms,20294.84,7467.82,2199.65
101014,4/12/2024,APAC,Edge Hardware Platforms,22064.26,8083.84,2744.68
101015,4/12/2024,APAC,Edge Hardware Platforms,12522.31,5090.79,1582.72
101016,4/12/2024,Europe,SaaS Subscriptions,5892.1,636.26,120.75
101017,4/12/2024,North America,Edge Hardware Platforms,14035.9,6073.42,1772.03
101018,4/13/2024,North America,Enterprise Cloud Software,12564.51,1874.94,593.77
101019,4/13/2024,Europe,Enterprise Cloud Software,8261.7,1231.46,384
101020,4/13/2024,APAC,Enterprise Cloud Software,6303.53,889.47,332.14
101021,4/13/2024,Europe,Edge Hardware Platforms,10420.18,3779.97,1236.87
101022,4/13/2024,APAC,SaaS Subscriptions,2520.24,253.96,54.57
101023,4/13/2024,North America,SaaS Subscriptions,2802.17,304.62,58.86
101024,4/13/2024,APAC,Edge Hardware Platforms,17268.08,7512.56,1979.16
101025,4/14/2024,North America,Edge Hardware Platforms,28473.3,12522.6,3097.29
101026,4/14/2024,North America,Edge Hardware Platforms,17982.52,6822.22,2029.93
101027,4/14/2024,APAC,SaaS Subscriptions,2281.96,220.84,44.77
101028,4/14/2024,North America,Edge Hardware Platforms,22807.61,9762.58,2868.76
101029,4/14/2024,Europe,Edge Hardware Platforms,15479.78,6307.15,1853.57
101030,4/15/2024,Europe,Enterprise Cloud Software,5584.58,804.17,277.79
101031,4/15/2024,North America,Edge Hardware Platforms,17999.66,6562.52,2195.95
101032,4/15/2024,APAC,Enterprise Cloud Software,10978.08,1700.97,540.05
101033,4/15/2024,Europe,Edge Hardware Platforms,20092.75,7245.21,2503.58
101034,4/15/2024,Europe,Enterprise Cloud Software,8682.5,1427.15,427.24
101035,4/15/2024,Europe,SaaS Subscriptions,6303.57,640.7,133.58
101036,4/16/2024,Europe,Edge Hardware Platforms,17721.02,7750.05,2210.38
101037,4/16/2024,North America,SaaS Subscriptions,4883.36,446.22,98.64
101038,4/16/2024,Europe,SaaS Subscriptions,3223.97,343.45,65.22
101039,4/16/2024,North America,SaaS Subscriptions,5075.69,486.34,100.89
101040,4/16/2024,APAC,Edge Hardware Platforms,13853.53,5130.32,1595.21
101041,4/16/2024,APAC,Edge Hardware Platforms,14549.63,5431.3,1687.55
101042,4/16/2024,APAC,Edge Hardware Platforms,29762.48,11869.83,3342.32
101043,4/16/2024,APAC,Edge Hardware Platforms,24193.43,10613.58,2642.02
101044,4/16/2024,North America,Edge Hardware Platforms,15636.5,5859.69,1703.51
101045,4/16/2024,North America,Edge Hardware Platforms,12688.67,5042.7,1554.89
101046,4/16/2024,Europe,Enterprise Cloud Software,12835.02,1736.78,675.36
101047,4/16/2024,APAC,Edge Hardware Platforms,20710.85,8246.2,2430.23
101048,4/16/2024,APAC,SaaS Subscriptions,4014.9,410.73,87.15
101049,4/16/2024,APAC,Edge Hardware Platforms,19056.5,7285.22,2496.65
101050,4/16/2024,North America,Edge Hardware Platforms,15651.01,5983.7,1842.43
101051,4/17/2024,Europe,SaaS Subscriptions,4353.6,430.79,91.08
101052,4/17/2024,North America,Enterprise Cloud Software,5743.35,795.23,308.4
101053,4/17/2024,Europe,Edge Hardware Platforms,17858.19,6798.56,2077.49
101054,4/17/2024,APAC,Edge Hardware Platforms,28752.8,11914.48,3498.77
101055,4/17/2024,Europe,SaaS Subscriptions,6729.21,608.86,135.5
101056,4/18/2024,Europe,Enterprise Cloud Software,13671.77,2237.73,647.59
101057,4/18/2024,APAC,Enterprise Cloud Software,5557.07,771.75,253.28
101058,4/18/2024,APAC,Enterprise Cloud Software,7716.64,1065.77,370.05
101059,4/18/2024,North America,Edge Hardware Platforms,12666.54,5423.15,1616.41
101060,4/18/2024,North America,SaaS Subscriptions,2173.67,206.05,39.41
101061,4/18/2024,North America,Edge Hardware Platforms,25932.9,10037.03,3239.84
101062,4/18/2024,North America,Edge Hardware Platforms,14719.93,5468.21,1655.25
101063,4/18/2024,North America,Edge Hardware Platforms,26895.95,9853.83,3361.1
101064,4/19/2024,North America,Edge Hardware Platforms,27359.59,11125.74,3426.31
101065,4/19/2024,North America,Enterprise Cloud Software,9579,1406.53,514.11
101066,4/19/2024,North America,SaaS Subscriptions,7748.83,735.77,150.27
101067,4/19/2024,APAC,SaaS Subscriptions,4660.63,449.38,93.7
101068,4/19/2024,Europe,Enterprise Cloud Software,12364.73,1688.4,562.51
101069,4/19/2024,North America,Edge Hardware Platforms,16312.66,6513.34,1887.34
101070,4/19/2024,North America,Edge Hardware Platforms,29498.09,11589.48,3500.63
101071,4/19/2024,Europe,SaaS Subscriptions,3449.61,357.47,71.97
101072,4/19/2024,Europe,Enterprise Cloud Software,11768.72,1611.41,599.75
101073,4/19/2024,Europe,Enterprise Cloud Software,13416.22,1823.41,716.94
101074,4/19/2024,Europe,Enterprise Cloud Software,6337.78,1036.86,289.81
101075,4/19/2024,North America,Edge Hardware Platforms,22404.7,9042.18,2487.27
101076,4/19/2024,North America,Enterprise Cloud Software,7135.43,1051.29,371.33
101077,4/19/2024,North America,Edge Hardware Platforms,17818.35,7806.51,2332.64
101078,4/19/2024,APAC,Enterprise Cloud Software,5680.37,820.85,270.77
101079,4/20/2024,APAC,SaaS Subscriptions,7069.18,687.08,146.68
101080,4/20/2024,North America,Enterprise Cloud Software,12015.65,1625.66,589.87
101081,4/20/2024,North America,Edge Hardware Platforms,25324.91,9733.06,3228.4
101082,4/20/2024,North America,Edge Hardware Platforms,24540.37,10194.89,3231.89
101083,4/20/2024,North America,Edge Hardware Platforms,22193.64,9614.46,2480.2
101084,4/20/2024,APAC,Edge Hardware Platforms,15493.32,6165.64,1797.39
101085,4/20/2024,Europe,SaaS Subscriptions,5415.83,555.85,108.72
101086,4/20/2024,North America,Enterprise Cloud Software,9920.02,1431.53,464.43
101087,4/20/2024,Europe,Edge Hardware Platforms,15162.15,6021.18,1686.01
101088,4/20/2024,APAC,SaaS Subscriptions,6245.72,575.38,131.81
101089,4/20/2024,APAC,Edge Hardware Platforms,12279.32,5053.1,1572.05
101090,4/20/2024,Europe,Edge Hardware Platforms,19167.27,7710.93,2085.88
101091,4/20/2024,Europe,Enterprise Cloud Software,9350.15,1344.36,471.76
101092,4/21/2024,Europe,SaaS Subscriptions,3321.96,305.83,67.57
101093,4/21/2024,Europe,Edge Hardware Platforms,23338.71,8900.72,3030.67
101094,4/21/2024,Europe,Enterprise Cloud Software,12422.99,1916.78,598.26
101095,4/21/2024,Europe,Enterprise Cloud Software,9448.39,1530.47,437.79
101096,4/21/2024,North America,SaaS Subscriptions,7816.95,774.49,156.56
101097,4/21/2024,Europe,SaaS Subscriptions,7149.24,667.82,141.18
101098,4/21/2024,Europe,Edge Hardware Platforms,22057.86,9095.29,2910.68
101099,4/21/2024,North America,Enterprise Cloud Software,9078.96,1320.38,410.52
101100,4/21/2024,North America,Edge Hardware Platforms,27586.49,11065.99,3336.33
101101,4/21/2024,North America,Edge Hardware Platforms,25035.89,10191.34,2831.66
101102,4/21/2024,North America,Enterprise Cloud Software,10926.96,1745.59,585.5
101103,4/21/2024,Europe,Edge Hardware Platforms,28937.6,11054.56,3401.65
101104,4/21/2024,APAC,Edge Hardware Platforms,28277.53,12399.23,3503.12
101105,4/21/2024,APAC,Edge Hardware Platforms,23990.69,9225.73,2623.87
101106,4/22/2024,North America,Edge Hardware Platforms,10795.94,4402.74,1391.3
101107,4/22/2024,APAC,Edge Hardware Platforms,19186.07,7025.12,2380.96
101108,4/22/2024,APAC,Enterprise Cloud Software,9213.01,1475.6,495.39
101109,4/22/2024,North America,Edge Hardware Platforms,13849.86,5098.83,1798.64
101110,4/22/2024,APAC,Edge Hardware Platforms,10975.33,4691.93,1300.72
101111,4/22/2024,North America,Edge Hardware Platforms,11827.06,4973.65,1442.65
101112,4/22/2024,North America,Enterprise Cloud Software,6842.49,935.44,348.13
101113,4/22/2024,APAC,Enterprise Cloud Software,5490.05,835.49,292.04
101114,4/22/2024,North America,Edge Hardware Platforms,21926.93,8374.71,2382.11
101115,4/23/2024,North America,SaaS Subscriptions,6293.72,652.9,135.77
101116,4/23/2024,Europe,Enterprise Cloud Software,11938.63,1721.24,627.88
101117,4/23/2024,Europe,Enterprise Cloud Software,10128.35,1471.64,489.05
101118,4/23/2024,Europe,Edge Hardware Platforms,25537.87,9338.26,3162.85
101119,4/23/2024,APAC,Edge Hardware Platforms,19944.58,8696.33,2297.59
101120,4/23/2024,North America,Edge Hardware Platforms,10660.24,4651.22,1205.01
101121,4/23/2024,APAC,Edge Hardware Platforms,14354.58,5881.04,1566.86
101122,4/24/2024,North America,SaaS Subscriptions,7856.52,742.01,147.96
101123,4/24/2024,APAC,Enterprise Cloud Software,13950.77,2123.56,676.72
101124,4/24/2024,APAC,Edge Hardware Platforms,28232.66,12259.78,3161.21
101125,4/24/2024,North America,SaaS Subscriptions,7436.83,677.56,158.64
101126,4/24/2024,Europe,Enterprise Cloud Software,13787.47,1942.65,751.04
