TRANSACTION_ID,DATE,QUARTER,REGION,PRODUCT_CATEGORY,REVENUE,MATERIAL_COST,SHIPPING_COST
100217,17-08-2025,Q2,North America,Enterprise Cloud Software,6864.38,1087.23,332.93
100218,18-08-2025,Q1,Europe,Enterprise Cloud Software,10182.6,1557.11,511.68
100219,19-08-2025,Q3,North America,Edge Hardware Platforms,19823.73,8716.63,2567.94
100220,20-08-2025,Q4,Europe,Edge Hardware Platforms,24957.43,9054.29,3231.44
100221,21-08-2025,Q2,APAC,Edge Hardware Platforms,17823.4,6805.63,2128.83
100222,22-08-2025,Q2,North America,SaaS Subscriptions,2212.53,213.69,48.07
100223,23-08-2025,Q1,Europe,Enterprise Cloud Software,7526.49,1017.22,391.05
100224,24-08-2025,Q3,North America,Edge Hardware Platforms,29242.44,10783.37,3785.95
100225,25-08-2025,Q3,APAC,Enterprise Cloud Software,13829.06,2081.03,747.67
100226,26-08-2025,Q4,Europe,Edge Hardware Platforms,20875.58,8958.95,2622.26
100227,27-08-2025,Q1,APAC,Edge Hardware Platforms,27011.63,11598.35,3376.47
100228,28-08-2025,Q1,APAC,Edge Hardware Platforms,23602.82,9665.09,2975.49
100229,29-08-2025,Q3,North America,SaaS Subscriptions,7231.06,655.03,154.05
100230,30-08-2025,Q2,North America,Edge Hardware Platforms,24870.17,9273.11,3174.21
100231,31-08-2025,Q2,APAC,Edge Hardware Platforms,10127.72,3878.54,1243.75
100232,01-09-2025,Q4,APAC,Edge Hardware Platforms,15196.07,6241.34,1838.11
100233,02-09-2025,Q4,APAC,Enterprise Cloud Software,12610.28,1907.15,688.9
100234,03-09-2025,Q4,North America,Edge Hardware Platforms,28640.56,10545.48,3737.41
100235,04-09-2025,Q3,Europe,Enterprise Cloud Software,8009.64,1251.47,365.83
100236,05-09-2025,Q2,Europe,Edge Hardware Platforms,22418.31,8152.63,2890.1
100237,06-09-2025,Q1,APAC,SaaS Subscriptions,6497.91,601.72,136.67
100238,07-09-2025,Q2,North America,Enterprise Cloud Software,8236.1,1232.61,434.08
100239,08-09-2025,Q4,North America,Enterprise Cloud Software,9685.39,1581.91,445.74
100240,09-09-2025,Q1,APAC,Edge Hardware Platforms,26518.42,10179.62,3398.57
100241,10-09-2025,Q1,APAC,Enterprise Cloud Software,6313.35,1016.71,344.91
100242,11-09-2025,Q4,North America,Edge Hardware Platforms,28190.49,12082.13,3697.14
100243,12-09-2025,Q3,APAC,Edge Hardware Platforms,16239.04,6262.74,2036.15
100244,13-09-2025,Q2,Europe,Enterprise Cloud Software,13681.23,2140.4,692.65
100245,14-09-2025,Q1,Europe,Edge Hardware Platforms,13184.91,4961.43,1452.82
100246,15-09-2025,Q1,North America,Edge Hardware Platforms,20607.09,7448,2619.64
100247,16-09-2025,Q2,North America,SaaS Subscriptions,7805.07,731.41,154.92
100248,17-09-2025,Q3,North America,Edge Hardware Platforms,22146.13,8411.17,2688.58
100249,18-09-2025,Q3,North America,Enterprise Cloud Software,11515.19,1667.14,586.15
100250,19-09-2025,Q4,Europe,SaaS Subscriptions,2897.48,287.7,60.04
100251,20-09-2025,Q4,North America,SaaS Subscriptions,6331.33,653.01,133.14
100252,21-09-2025,Q2,APAC,SaaS Subscriptions,6345.71,666.19,117.93
100253,22-09-2025,Q2,Europe,Enterprise Cloud Software,9823.56,1388.17,476.05
100254,23-09-2025,Q3,APAC,SaaS Subscriptions,2434.5,245.12,52.42
100255,24-09-2025,Q4,North America,SaaS Subscriptions,4146.81,399.93,90.86
100256,25-09-2025,Q2,North America,Edge Hardware Platforms,26428.81,9601.45,3279.53
100257,26-09-2025,Q1,APAC,Enterprise Cloud Software,13962.21,2134.03,714.39
100258,27-09-2025,Q3,Europe,Enterprise Cloud Software,14352.02,2345.41,735.58
100259,28-09-2025,Q4,APAC,Edge Hardware Platforms,19687.97,8128.49,2387.6
100260,29-09-2025,Q2,Europe,Edge Hardware Platforms,19618.08,7126.47,2195.97
100261,30-09-2025,Q1,Europe,Edge Hardware Platforms,21865.57,9009.13,2612.99
100262,01-10-2025,Q4,Europe,Edge Hardware Platforms,19403.65,8140.65,2501.6
100263,01-10-2025,Q4,Europe,Enterprise Cloud Software,6616.73,897.4,340.98
100264,02-10-2025,Q2,North America,Edge Hardware Platforms,19865.54,7281.16,2337.74
100265,03-10-2025,Q3,North America,Edge Hardware Platforms,14071.57,6011.88,1578.56
100266,04-10-2025,Q1,Europe,Edge Hardware Platforms,18509.87,7175.81,2163.9
100267,05-10-2025,Q4,APAC,Enterprise Cloud Software,13670.31,2082.81,675.12
100268,06-10-2025,Q4,Europe,Edge Hardware Platforms,27468.46,11867.92,3244.61
100269,07-10-2025,Q1,North America,Edge Hardware Platforms,28247.27,10645.07,3473.04
100270,08-10-2025,Q1,Europe,Edge Hardware Platforms,12631.35,5270.63,1639.76
100271,09-10-2025,Q3,North America,Enterprise Cloud Software,14713.95,2066.27,787.84
100272,10-10-2025,Q3,Europe,Enterprise Cloud Software,13707.5,2033.63,687.41
100273,11-10-2025,Q2,North America,Edge Hardware Platforms,13270.48,5192.56,1741.96
100274,12-10-2025,Q2,North America,Edge Hardware Platforms,16503.8,6962.59,1834.25
100275,13-10-2025,Q4,Europe,Enterprise Cloud Software,5734.97,803.43,287.88
100276,14-10-2025,Q4,North America,SaaS Subscriptions,4585.33,435.49,93.86
100277,15-10-2025,Q1,Europe,Enterprise Cloud Software,6676.19,908.63,349.59
100278,16-10-2025,Q1,Europe,Edge Hardware Platforms,26883.41,11410.76,3281.08
100279,17-10-2025,Q1,APAC,Enterprise Cloud Software,6119.2,875.61,278.86
100280,18-10-2025,Q2,Europe,SaaS Subscriptions,2236.06,206.71,44.29
100281,19-10-2025,Q2,APAC,Edge Hardware Platforms,20144.7,7319.09,2247.35
100282,20-10-2025,Q3,APAC,SaaS Subscriptions,2029.64,221.3,41.72
100283,21-10-2025,Q4,APAC,Edge Hardware Platforms,20311.92,8106.64,2518.77
100284,22-10-2025,Q4,North America,Enterprise Cloud Software,8079.3,1261.51,379.88
100285,23-10-2025,Q3,Europe,SaaS Subscriptions,2563.4,265.19,50.69
100286,24-10-2025,Q3,APAC,Enterprise Cloud Software,11616.32,1909.25,566.21
100287,25-10-2025,Q2,North America,Enterprise Cloud Software,13308.77,2141.89,701.18
100288,26-10-2025,Q1,North America,Edge Hardware Platforms,28373.56,11577.8,3705.05
100289,27-10-2025,Q3,APAC,Edge Hardware Platforms,21543.7,8356.5,2409.08
100290,28-10-2025,Q4,Europe,Edge Hardware Platforms,27328.77,12010.09,3445.02
100291,29-10-2025,Q1,North America,Enterprise Cloud Software,6091.1,941.17,320.71
100292,30-10-2025,Q3,APAC,Edge Hardware Platforms,28027.51,12058.31,3240.34
100293,31-10-2025,Q4,APAC,Edge Hardware Platforms,15937.39,6565.02,1846.84
100294,01-11-2025,Q2,Europe,Edge Hardware Platforms,21268.78,8304.05,2577.01
100295,02-11-2025,Q2,North America,Edge Hardware Platforms,14545.39,5321.51,1781.56
100296,03-11-2025,Q1,Europe,Edge Hardware Platforms,19269.88,7522.63,2480.42
100297,04-11-2025,Q4,Europe,Edge Hardware Platforms,10512.84,4071.62,1231.31
100298,05-11-2025,Q2,North America,Edge Hardware Platforms,20672.05,8447.27,2612.06
100299,06-11-2025,Q3,APAC,Edge Hardware Platforms,29110.47,10522.23,3280.71
100300,07-11-2025,Q1,APAC,Enterprise Cloud Software,14546.6,2249.5,709.88
100301,08-11-2025,Q1,North America,Edge Hardware Platforms,13891.17,5185.66,1706.06
100302,09-11-2025,Q2,Europe,Edge Hardware Platforms,28592.12,11510.64,3486.59
100303,10-11-2025,Q4,North America,Edge Hardware Platforms,17998.1,7885.65,2299.37
100304,11-11-2025,Q4,Europe,Enterprise Cloud Software,13594.16,2161.38,636.83
100305,12-11-2025,Q3,North America,Edge Hardware Platforms,13704.57,5939.84,1619.72
100306,13-11-2025,Q2,North America,SaaS Subscriptions,4241.06,426.35,78.24
100307,14-11-2025,Q1,North America,Edge Hardware Platforms,20303.5,8273.33,2579.56
100308,15-11-2025,Q3,Europe,Enterprise Cloud Software,8607.73,1395.97,453.62
100309,16-11-2025,Q3,Europe,Enterprise Cloud Software,8020.61,1258.9,429.2
100310,17-11-2025,Q2,Europe,SaaS Subscriptions,6599.94,613.76,129.99
100311,18-11-2025,Q1,North America,Edge Hardware Platforms,27255.94,10284.73,3006.25
100312,19-11-2025,Q4,North America,Edge Hardware Platforms,22141.88,8939.47,2514.58
100313,20-11-2025,Q4,North America,Edge Hardware Platforms,19935.34,8752.07,2218.3
100314,21-11-2025,Q1,Europe,Edge Hardware Platforms,18563.99,7748.75,2313.42
100315,22-11-2025,Q3,APAC,Enterprise Cloud Software,6041.1,946.82,306.79
100316,23-11-2025,Q2,North America,Enterprise Cloud Software,5856.58,947.75,274.78
100317,24-11-2025,Q2,North America,Enterprise Cloud Software,8549.96,1172.05,429.13
100318,25-11-2025,Q4,North America,SaaS Subscriptions,3402.27,342.95,73.22
100319,26-11-2025,Q1,Europe,Edge Hardware Platforms,16486.68,6374.41,2045.46
100320,27-11-2025,Q1,North America,Edge Hardware Platforms,29909.61,11835.48,3469.68
100321,28-11-2025,Q2,Europe,Enterprise Cloud Software,14616.66,2251.68,768.08
100322,29-11-2025,Q2,North America,Edge Hardware Platforms,18453.78,7856.6,1993.56
100323,30-11-2025,Q3,North America,SaaS Subscriptions,4849.32,473.54,89.61
100324,01-12-2025,Q3,APAC,Enterprise Cloud Software,12371.8,1955.46,586.88
100325,02-12-2025,Q3,Europe,Enterprise Cloud Software,7570.47,1200.96,406.13
100326,03-12-2025,Q3,Europe,Edge Hardware Platforms,13186.08,4813.56,1461.33
100327,04-12-2025,Q2,North America,Edge Hardware Platforms,17618.19,6830.67,2003.85
100328,05-12-2025,Q1,Europe,SaaS Subscriptions,3678.22,400.37,79.06
100329,06-12-2025,Q4,North America,Edge Hardware Platforms,21491.75,8711.17,2522.81
100330,07-12-2025,Q4,Europe,Edge Hardware Platforms,20794.65,8530.71,2582.35
100331,08-12-2025,Q3,APAC,SaaS Subscriptions,6740.18,647.69,123.5
100332,09-12-2025,Q1,Europe,Enterprise Cloud Software,11949.51,1737.26,654.31
100333,10-12-2025,Q4,Europe,SaaS Subscriptions,2795.15,299.75,60.63
100334,11-12-2025,Q2,Europe,Edge Hardware Platforms,25296.2,9460.45,3037.1
100335,12-12-2025,Q1,North America,Enterprise Cloud Software,8675.34,1188.91,392.63
100336,13-12-2025,Q3,North America,SaaS Subscriptions,5297.18,579.07,104.51
100337,14-12-2025,Q3,North America,Edge Hardware Platforms,18790.23,6923.32,2318.34
100338,15-12-2025,Q1,North America,Edge Hardware Platforms,23004.02,8561.22,2518.31
100339,16-12-2025,Q2,APAC,Edge Hardware Platforms,11163.28,4907.26,1221.11
100340,17-12-2025,Q3,Europe,SaaS Subscriptions,3435.08,318.93,63.5
100341,18-12-2025,Q4,North America,Enterprise Cloud Software,11921.61,1631.7,597.2
100342,19-12-2025,Q3,APAC,SaaS Subscriptions,5691.32,547.08,116.65
100343,20-12-2025,Q1,Europe,Edge Hardware Platforms,12614.21,5435.82,1498.5
100344,21-12-2025,Q1,North America,Edge Hardware Platforms,18282.6,7792.1,2296.42
100345,22-12-2025,Q4,APAC,Enterprise Cloud Software,6338.04,935.22,335.3
100346,23-12-2025,Q2,Europe,Edge Hardware Platforms,13793.9,5648.82,1596.84
100347,24-12-2025,Q2,APAC,Edge Hardware Platforms,13977.13,5104.02,1523.83
100348,25-12-2025,Q1,North America,Enterprise Cloud Software,11460.9,1718.91,546.23
100349,26-12-2025,Q3,North America,Enterprise Cloud Software,13646.6,1941.97,703.03
100350,27-12-2025,Q3,APAC,Edge Hardware Platforms,27191.3,10642.44,3560.68
100351,28-12-2025,Q2,North America,Enterprise Cloud Software,11586.92,1891.97,615.14
100352,29-12-2025,Q4,North America,Enterprise Cloud Software,14303.19,2039.52,755.38
100353,30-12-2025,Q3,APAC,Edge Hardware Platforms,17726.98,7020.06,2011.08
100354,31-12-2025,Q2,APAC,Edge Hardware Platforms,27649.19,10187.5,3641.91
100355,01-01-2024,Q2,Europe,Enterprise Cloud Software,5847.92,915.14,267.37
100356,02-01-2024,Q2,North America,Enterprise Cloud Software,14565.01,2288.53,706.88
100357,03-01-2024,Q1,North America,Edge Hardware Platforms,25493.07,10526.33,2866.56
100358,04-01-2024,Q4,North America,Enterprise Cloud Software,11603.03,1832.48,552.89
100359,05-01-2024,Q3,North America,Enterprise Cloud Software,14678.6,2111.71,773.45
100360,06-01-2024,Q2,Europe,Edge Hardware Platforms,14113.75,5218.01,1732.61
100361,07-01-2024,Q3,APAC,Edge Hardware Platforms,20606.04,7487.33,2704.41
100362,08-01-2024,Q1,APAC,Enterprise Cloud Software,14799.7,2265.19,752.18
100363,09-01-2024,Q4,Europe,SaaS Subscriptions,5938.87,549.71,114.94
100364,10-01-2024,Q4,APAC,Enterprise Cloud Software,8721.67,1290.48,430.8
100365,11-01-2024,Q2,Europe,SaaS Subscriptions,3444.16,318.34,64.72
100366,12-01-2024,Q1,Europe,Enterprise Cloud Software,13159.47,2116.58,703.57
100367,13-01-2024,Q3,APAC,Enterprise Cloud Software,12550.42,1867.71,670.44
100368,14-01-2024,Q3,Europe,Edge Hardware Platforms,23123.24,8652.58,2799.78
100349,15-01-2024,Q4,APAC,SaaS Subscriptions,2259.04,210.76,41.85
100370,16-01-2024,Q4,Europe,SaaS Subscriptions,3281.07,328.49,70.09
100371,17-01-2024,Q1,Europe,Edge Hardware Platforms,20167.21,7740.25,2451.54
100372,18-01-2024,Q2,Europe,SaaS Subscriptions,5817.75,612.16,108.44
100373,19-01-2024,Q2,Europe,Enterprise Cloud Software,7466.79,1170.75,410.06
100374,20-01-2024,Q3,North America,Edge Hardware Platforms,26001.42,9784.93,3154.55
100375,21-01-2024,Q1,Europe,Edge Hardware Platforms,13760.49,5345,1744.98
100373,22-01-2024,Q3,Europe,Enterprise Cloud Software,12609.91,1715.7,661.48
100377,22-01-2024,Q2,North America,SaaS Subscriptions,4207.64,406.2,78.24
100378,23-01-2024,Q4,North America,SaaS Subscriptions,7978.01,776.79,157.92
100379,24-01-2024,Q2,Europe,SaaS Subscriptions,5558.27,543.77,109.22
100380,25-01-2024,Q1,Europe,Enterprise Cloud Software,11195.89,1630.85,592.73
100381,26-01-2024,Q3,Europe,SaaS Subscriptions,5060.66,528.68,93.2
100382,27-01-2024,Q1,North America,Edge Hardware Platforms,11056.08,4410.58,1353.1
100383,28-01-2024,Q2,Europe,Enterprise Cloud Software,8221.08,1266.83,382.2
100384,29-01-2024,Q4,Europe,Edge Hardware Platforms,29639.38,11167.74,3788.01
100385,30-01-2024,Q1,Europe,Edge Hardware Platforms,12447.54,5213.53,1414.79
100386,31-01-2024,Q2,North America,Enterprise Cloud Software,13013.67,2056.13,681.09
100387,01-02-2024,Q1,North America,Enterprise Cloud Software,11375.53,1705.02,532.18
100388,02-02-2024,Q1,Europe,SaaS Subscriptions,6483.32,679.45,141.34
100389,03-02-2024,Q2,North America,Edge Hardware Platforms,16690.23,6043.46,1812.24
100390,04-02-2024,Q4,APAC,Enterprise Cloud Software,10180.79,1465.64,553.9
100391,05-02-2024,Q3,North America,Edge Hardware Platforms,27454.61,11732.86,3087.72
100392,06-02-2024,Q3,APAC,Edge Hardware Platforms,19659.38,7287.31,2161.24
100393,07-02-2024,Q3,Europe,Edge Hardware Platforms,18737.01,7838.83,2367.84
100394,08-02-2024,Q1,North America,Edge Hardware Platforms,12707.08,5338.37,1572.72
100395,09-02-2024,Q2,APAC,Enterprise Cloud Software,5570.55,799.18,265.25
100396,10-02-2024,Q1,North America,SaaS Subscriptions,3497.28,333.78,73.57
100397,11-02-2024,Q2,Europe,Edge Hardware Platforms,11307.32,4511.69,1230.31
100398,12-02-2024,Q3,Europe,Edge Hardware Platforms,16918.41,6517.23,2140.59
100399,13-02-2024,Q4,North America,Enterprise Cloud Software,12324.49,1866.54,570.38
100400,14-02-2024,Q4,APAC,Edge Hardware Platforms,26557.37,11234.22,3266.19
100401,15-02-2024,Q3,Europe,SaaS Subscriptions,2869.79,299.9,53.85
100402,16-02-2024,Q2,North America,Edge Hardware Platforms,28940.72,12658.34,3252.72
100403,17-02-2024,Q1,North America,Edge Hardware Platforms,18359.8,6740.02,2284.14
100404,18-02-2024,Q3,Europe,SaaS Subscriptions,3364.46,329.98,67.86
100405,19-02-2024,Q2,APAC,Edge Hardware Platforms,22258,8415.57,2856.28
100406,20-02-2024,Q1,North America,SaaS Subscriptions,7099.85,733.99,140.93
100407,21-02-2024,Q4,Europe,Edge Hardware Platforms,20908.64,7631.27,2515.31
100408,22-02-2024,Q1,APAC,Edge Hardware Platforms,11039.13,4668.47,1245.58
100409,23-02-2024,Q3,North America,Enterprise Cloud Software,8302.15,1309.27,416.72
100410,24-02-2024,Q4,North America,SaaS Subscriptions,7277.49,781.69,137.95
100411,25-02-2024,Q2,Europe,SaaS Subscriptions,6632.07,600.49,121.11
100412,26-02-2024,Q4,Europe,SaaS Subscriptions,5232.21,522.99,96.39
100413,27-02-2024,Q4,Europe,SaaS Subscriptions,4282.52,451.86,93.61
100414,28-02-2024,Q2,North America,Edge Hardware Platforms,15742.76,6665.93,1918.45
100415,29-02-2024,Q1,Europe,Edge Hardware Platforms,17919.41,7762.82,2164.53
100416,01-03-2024,Q2,North America,Edge Hardware Platforms,25865.23,9966.93,3325.55
100417,02-03-2024,Q2,APAC,Enterprise Cloud Software,14835.21,2065.38,697.55
100418,03-03-2024,Q3,North America,SaaS Subscriptions,5925.76,551.35,117.1
100419,04-03-2024,Q4,Europe,Enterprise Cloud Software,13824.16,2199.54,691.93
100420,05-03-2024,Q4,Europe,SaaS Subscriptions,6007.52,616.93,112.12
100421,06-03-2024,Q1,APAC,Edge Hardware Platforms,13244.67,4781.44,1608.36
100422,07-03-2024,Q1,Europe,Edge Hardware Platforms,27805.16,10186.49,3491.1
100423,08-03-2024,Q3,North America,SaaS Subscriptions,6914.38,697.08,144.1
100424,09-03-2024,Q4,North America,Edge Hardware Platforms,26432.74,10486.96,3081.72
100425,10-03-2024,Q2,APAC,SaaS Subscriptions,5152.61,488.91,95.07
100426,11-03-2024,Q1,North America,Edge Hardware Platforms,18402.37,7957.71,2314.14
100427,12-03-2024,Q1,North America,Edge Hardware Platforms,18710.11,7599.67,2352.12
100428,13-03-2024,Q3,APAC,SaaS Subscriptions,3523.85,319.34,73.85
100429,14-03-2024,Q4,North America,Edge Hardware Platforms,10076.34,4176.98,1128.66
100430,15-03-2024,Q2,Europe,SaaS Subscriptions,2436.03,223,47.17
100431,16-03-2024,Q4,Europe,Edge Hardware Platforms,14252.89,5168.88,1643.28
100432,17-03-2024,Q3,Europe,SaaS Subscriptions,7227.23,761.18,152.88
100433,18-03-2024,Q2,Europe,Enterprise Cloud Software,14071.95,2182.87,712.1
100434,19-03-2024,Q3,North America,Edge Hardware Platforms,19207.17,8243.05,2326.36
100435,20-03-2024,Q1,North America,SaaS Subscriptions,2664.32,262.3,48.41
100436,21-03-2024,Q1,Europe,SaaS Subscriptions,3680.22,394.4,70.55
100437,22-03-2024,Q4,APAC,Edge Hardware Platforms,26098.14,9432.93,3421.66
100438,23-03-2024,Q2,Europe,Edge Hardware Platforms,26587.89,10170.44,3428.4
100439,22-03-2024,Q3,North America,Edge Hardware Platforms,20813.97,7653.77,2368.74
100440,23-03-2024,Q3,North America,Edge Hardware Platforms,16025.31,6536.22,1845.05
100441,24-03-2024,Q4,North America,Edge Hardware Platforms,10962.86,4738.49,1408.23
100442,25-03-2024,Q2,Europe,Edge Hardware Platforms,27846.05,10437.44,3060.15
100443,26-03-2024,Q1,North America,Edge Hardware Platforms,10693.41,4348.2,1410.36
100444,27-03-2024,Q3,APAC,Edge Hardware Platforms,11272.82,4807.97,1379.52
100445,28-03-2024,Q3,Europe,Edge Hardware Platforms,10652.91,4575.26,1167.05
100446,29-03-2024,Q4,APAC,Enterprise Cloud Software,11944.5,1641.97,646.28
100447,30-03-2024,Q1,Europe,Enterprise Cloud Software,8408.16,1176.68,392.71
100448,31-03-2024,Q2,APAC,Edge Hardware Platforms,25776.05,10598.3,3202.27
100449,01-04-2024,Q1,North America,Enterprise Cloud Software,12867.5,2111.85,612.84
100450,02-04-2024,Q2,Europe,Edge Hardware Platforms,20125.32,8266.04,2207.8
100451,03-04-2024,Q2,North America,Edge Hardware Platforms,19449.87,7072.98,2165.95
100452,04-04-2024,Q4,North America,SaaS Subscriptions,3988.08,397.38,74.91
100453,05-04-2024,Q4,Europe,Enterprise Cloud Software,7069.93,1064,318.54
100454,06-04-2024,Q3,North America,Enterprise Cloud Software,5367.21,741.97,259.71
100455,07-04-2024,Q3,APAC,Edge Hardware Platforms,20253.35,7766.74,2640.27
100456,08-04-2024,Q1,North America,Enterprise Cloud Software,11170.67,1546.19,541.24
100457,09-04-2024,Q1,Europe,SaaS Subscriptions,4961.28,516.2,109.01
100458,10-04-2024,Q1,North America,Enterprise Cloud Software,8945.76,1320.88,439.33
100459,11-04-2024,Q2,APAC,Edge Hardware Platforms,22158.1,8525.32,2831.16
100460,12-04-2024,Q2,APAC,SaaS Subscriptions,2009.39,206.42,36.58
100461,13-04-2024,Q4,North America,Enterprise Cloud Software,11037.95,1717.48,509.34
100462,14-04-2024,Q4,Europe,Edge Hardware Platforms,12420.5,4887.66,1565.33
100463,15-04-2024,Q3,North America,Enterprise Cloud Software,8547.71,1395.43,441.79
100464,16-04-2024,Q1,Europe,Edge Hardware Platforms,21873.22,7892.09,2696.23
100465,17-04-2024,Q4,APAC,Edge Hardware Platforms,27473.97,11481.86,3046.68
100466,18-04-2024,Q2,APAC,Enterprise Cloud Software,10339.67,1439.94,466.5
100467,19-04-2024,Q2,Europe,Enterprise Cloud Software,8993.69,1459.71,477.39
100468,20-04-2024,Q1,North America,Edge Hardware Platforms,26334.46,9622.37,3088.96
100469,21-04-2024,Q1,APAC,Edge Hardware Platforms,11552.29,4660.23,1486.57
100470,22-04-2024,Q3,Europe,Enterprise Cloud Software,8842.4,1313.13,449.13
100471,23-04-2024,Q3,APAC,Enterprise Cloud Software,13896.52,1881.16,676.77
100472,24-04-2024,Q3,North America,Edge Hardware Platforms,20516.25,8225.67,2297.31
100473,25-04-2024,Q1,Europe,Enterprise Cloud Software,12619.07,2061.95,610.73
100474,26-04-2024,Q4,Europe,Edge Hardware Platforms,16812.08,6148.8,1980.99
100475,27-04-2024,Q3,North America,Edge Hardware Platforms,22115.58,8606.66,2504.13
100476,28-04-2024,Q2,APAC,Edge Hardware Platforms,23765.48,8822.8,2843.64
100477,29-04-2024,Q4,North America,Edge Hardware Platforms,29280.35,11440.9,3189.68
100478,30-04-2024,Q3,North America,Edge Hardware Platforms,13200.5,4776.84,1665.23
100479,01-05-2024,Q2,Europe,Enterprise Cloud Software,14000.83,1938.89,763.87
100480,02-05-2024,Q3,North America,SaaS Subscriptions,5617.66,598.47,123.23
100481,03-05-2024,Q1,North America,SaaS Subscriptions,4336.89,423.76,83.97
100482,04-05-2024,Q4,Europe,Enterprise Cloud Software,10537.11,1593.75,554.45
100483,05-05-2024,Q4,APAC,Edge Hardware Platforms,16046.66,6109.71,1807.99
100484,06-05-2024,Q4,North America,Edge Hardware Platforms,15404.95,6736.79,1869.93
100485,07-05-2024,Q3,North America,Edge Hardware Platforms,12783.93,5056.34,1572.8
100486,08-05-2024,Q2,Europe,Edge Hardware Platforms,29876.97,12859.8,3673.72
100487,09-05-2024,Q2,Europe,Edge Hardware Platforms,14026.24,5492.83,1528.12
100488,10-05-2024,Q1,Europe,SaaS Subscriptions,2794.23,284.62,56.99
100489,11-05-2024,Q1,North America,Edge Hardware Platforms,10759.63,4515.48,1303.89
100490,12-05-2024,Q3,North America,Edge Hardware Platforms,19335.64,7014.14,2538.2
100491,13-05-2024,Q3,APAC,Edge Hardware Platforms,11873.45,4991.24,1422.51
100492,14-05-2024,Q4,North America,Edge Hardware Platforms,20448.88,8282.14,2425.02
100493,15-05-2024,Q4,Europe,Edge Hardware Platforms,21545.58,9248.36,2834.06
100494,16-05-2024,Q1,Europe,SaaS Subscriptions,6587.17,668.4,143.76
100495,17-05-2024,Q2,North America,Enterprise Cloud Software,13539.62,2006.23,723.96
100496,18-05-2024,Q1,APAC,Enterprise Cloud Software,13834.65,2053.75,693.18
100497,19-05-2024,Q3,Europe,SaaS Subscriptions,2114.7,210.49,43.88
100498,20-05-2024,Q2,Europe,Edge Hardware Platforms,12688.7,4871.85,1479.62
100499,21-05-2024,Q3,APAC,Enterprise Cloud Software,7107.05,1163.59,320.45
100500,22-05-2024,Q2,APAC,Edge Hardware Platforms,26569.39,10191.21,2878.62
100501,23-05-2024,Q2,Europe,SaaS Subscriptions,6442.86,598.26,135.39
100502,24-05-2024,Q1,APAC,Edge Hardware Platforms,25322.32,10829.69,3107.72
100503,25-05-2024,Q4,North America,Edge Hardware Platforms,11552.99,4535.74,1360.6
100504,26-05-2024,Q4,North America,Edge Hardware Platforms,12219.96,5189.31,1597.69
100505,27-05-2024,Q3,North America,SaaS Subscriptions,5135.46,492.96,94.02
100506,28-05-2024,Q3,Europe,Edge Hardware Platforms,24141.73,8788.03,2649.55
100507,29-05-2024,Q1,Europe,Enterprise Cloud Software,7323.84,1050.46,388.42
100508,30-05-2024,Q2,Europe,SaaS Subscriptions,3928.97,391.05,74.27
100509,31-05-2024,Q2,Europe,SaaS Subscriptions,5620.96,546.11,115.74
100510,01-06-2024,Q4,North America,SaaS Subscriptions,5018.5,496.77,102.09
100511,02-06-2024,Q4,Europe,Enterprise Cloud Software,11826.17,1682.37,616.61
100512,03-06-2024,Q3,APAC,SaaS Subscriptions,5315.01,533.65,98.71
100513,04-06-2024,Q3,APAC,Enterprise Cloud Software,9966.95,1430.54,461.85
100514,05-06-2024,Q3,Europe,Enterprise Cloud Software,12486.45,1804.64,561.91
100515,06-06-2024,Q2,Europe,Enterprise Cloud Software,7761.7,1212.45,354.14
100516,07-06-2024,Q2,APAC,Enterprise Cloud Software,7468.24,1174.21,359.69
100517,08-06-2024,Q1,North America,Edge Hardware Platforms,15407.87,6585.58,1779.92
100518,09-06-2024,Q1,APAC,SaaS Subscriptions,4602.9,498.03,89.8
100519,10-06-2024,Q3,APAC,Enterprise Cloud Software,11870.19,1778.33,580.17
100520,11-06-2024,Q3,APAC,Edge Hardware Platforms,12782.32,4861.61,1649.08
100521,12-06-2024,Q4,North America,Enterprise Cloud Software,6296.01,977.66,342.75
100522,13-06-2024,Q4,North America,Edge Hardware Platforms,22686.79,9981.22,2507.24
100523,14-06-2024,Q4,Europe,Edge Hardware Platforms,27316.4,10874.04,3022.93
100524,15-06-2024,Q1,Europe,Edge Hardware Platforms,10057.63,4311.87,1131.13
100525,16-06-2024,Q3,Europe,Edge Hardware Platforms,24393.08,9505.81,3143.64
100526,17-06-2024,Q2,Europe,Edge Hardware Platforms,25924.81,10896.76,2822.24
100527,18-06-2024,Q4,North America,SaaS Subscriptions,2754.35,288.5,60.32
100528,19-06-2024,Q2,North America,Edge Hardware Platforms,19363.08,7867.88,2130.87
100529,20-06-2024,Q2,North America,Edge Hardware Platforms,26466.19,11183.59,3203.77
100530,21-06-2024,Q4,North America,Edge Hardware Platforms,14837.78,6423.06,1900.99
100531,22-06-2024,Q1,Europe,SaaS Subscriptions,2188.53,229.19,42.28
100532,23-06-2024,Q3,APAC,Enterprise Cloud Software,12248.56,1976.05,556.29
100533,24-06-2024,Q1,North America,Edge Hardware Platforms,19098.38,7283.74,2163.38
100534,25-06-2024,Q4,North America,SaaS Subscriptions,5452.13,499.02,106.48
100535,26-06-2024,Q4,North America,Enterprise Cloud Software,5175.52,744.24,272.91
